group_key,metric,horizon_bucket,location,station_id,forecast_source,forecast_model,month,n,bias,mean_error,std_error,mae,rmse,q05,q25,q50,q75,q95,min_error,max_error,tail_abs_1,tail_abs_2,tail_abs_3,calibration_quality,min_samples_required,bias_shrinkage_applied,bias_raw,bias_shrunk,std_error_raw,std_error_used,quality_warnings
metric=high_temperature|horizon_bucket=12_24h,high_temperature,12_24h,,,,,,18,-0.07499999999999996,-0.19999999999999987,0.48385705229832504,0.33333333333333354,0.5109903238918635,-1.0300000000000005,-0.3749999999999991,0.0,0.0,0.6000000000000014,-1.2000000000000028,0.6000000000000014,0.16666666666666666,0.0,0.0,INSUFFICIENT,30,True,-0.19999999999999987,-0.07499999999999996,0.48385705229832504,0.48385705229832504,['insufficient_calibration_samples']
metric=high_temperature|horizon_bucket=24_48h,high_temperature,24_48h,,,,,,18,-0.09583333333333337,-0.25555555555555565,0.5382129714289502,0.3888888888888893,0.5821416398857667,-1.2000000000000028,-0.3999999999999986,0.0,0.0,0.6000000000000014,-1.2000000000000028,0.6000000000000014,0.2222222222222222,0.0,0.0,INSUFFICIENT,30,True,-0.25555555555555565,-0.09583333333333337,0.5382129714289502,0.5382129714289502,['insufficient_calibration_samples']
